year,percent_dic_occurrence
1895.0,0.002734416980231685
1896.0,0.0020801364485542213
1897.0,0.004192064906606835
1898.0,0.0028885777073707577
1899.0,0.0018749003048888747
1900.0,0.0022844206857308177
1901.0,0.0028272387849434845
1902.0,0.004063246233966952
1903.0,0.002606938357153425
1904.0,0.005669942680275211
1905.0,0.0027315862604060186
1906.0,0.003726284368116589
1907.0,0.004312738420781586
1908.0,0.003394942421535979
1909.0,0.002988141666322534
1910.0,0.0027394861660647316
1911.0,0.0036391119828379174
1912.0,0.003400257068567861
1913.0,0.004832321093034856
1914.0,0.003209191994040214
1915.0,0.0032445571419097725
1916.0,0.0030232837760979484
1917.0,0.002883767145819206
1918.0,0.002470016059901233
1919.0,0.0026924161555844928
1920.0,0.0029226127787792067
1921.0,0.0025441109720974854
1922.0,0.002631131466283112
1923.0,0.003421451066894552
1924.0,0.0029801188378962805
1925.0,0.0032247425501278236
1926.0,0.003041029397100781
1927.0,0.0027883494286346554
1928.0,0.003322293798255678
1929.0,0.0036877018355454447
1930.0,0.003253407677549311
1931.0,0.0021288073820314637
1932.0,0.0022082501015422435
1933.0,0.0023084762749400888
1934.0,0.0021726170147638225
1935.0,0.0029737667343048917
1936.0,0.0025884619149444607
1937.0,0.002393460809183804
1938.0,0.0026918708004934856
1939.0,0.0029156413262819087
1940.0,0.0033846300373679646
1941.0,0.0030960017933200096
1942.0,0.0038075960150798795
1943.0,0.003296782052567725
1944.0,0.0033171059312962405
1945.0,0.0032154024201764436
1946.0,0.003513036369959714
1947.0,0.0049028181083192734
1948.0,0.002760676781785801
1949.0,0.00425547282222175
1950.0,0.0028393469878515956
1951.0,0.003533728580190575
1952.0,0.002692748133963801
1953.0,0.002755187968108068
1954.0,0.003544623033875837
1955.0,0.0039105911353314576
1956.0,0.0009879284492733294
1957.0,0.0
1958.0,0.0
1959.0,0.0
1960.0,0.0
1961.0,0.0
1962.0,0.0
1963.0,0.0
1964.0,0.0
1965.0,0.0
1966.0,0.0
1967.0,0.0
1968.0,0.0
1969.0,0.0
1970.0,0.0
1971.0,0.0
1972.0,0.0
1973.0,0.0
1974.0,0.0
1975.0,0.0
1976.0,0.0
1977.0,0.0
1978.0,0.0
1979.0,0.0
1980.0,0.0
1981.0,0.0
1982.0,0.0
1983.0,0.0
1984.0,0.0
1985.0,0.0
1986.0,0.0
1987.0,0.0
1988.0,0.0
1989.0,0.0
1990.0,0.0
1991.0,0.0
1992.0,0.0
1993.0,0.0
1994.0,0.0
1995.0,0.0
1996.0,0.0
1997.0,0.0
1998.0,0.0
1999.0,0.0
2000.0,0.0
2001.0,0.0
2002.0,0.0
2003.0,0.0
2004.0,0.0
2005.0,0.0
2006.0,0.0
2007.0,0.0
2008.0,0.0
2009.0,0.0
2010.0,0.0
2011.0,0.0
2012.0,0.0
2013.0,0.0
2014.0,0.0
2015.0,0.0
2016.0,0.0
2017.0,0.0
2018.0,0.0
2019.0,0.0
2020.0,0.0
2021.0,0.0
2022.0,0.0
