path_id,year,word_counts,error_counts
#:\Harvard\146\7174861\402931027.html,1879,5868,1419
#:\Harvard\217\6965872\193574567.html,1879,6413,987
#:\Harvard\150\7175622\417189108.html,1879,8654,2624
#:\Harvard\83\7133038\316772738.html,1879,3846,619
#:\Harvard\150\7175328\411806025.html,1879,6466,907
#:\Harvard\148\7175105\408340279.html,1879,7196,1482
#:\Harvard\156\7164319\338292734.html,1879,20094,2901
#:\Harvard\165\7176904\432996456.html,1879,7618,2343
#:\Harvard\183\6787417\43575911.html,1879,3812,786
#:\Harvard\137\7173977\382044371.html,1879,7370,1908
#:\Harvard\133\7173741\375979886.html,1879,8794,1282
#:\Harvard\150\7175469\414176173.html,1879,14504,4948
#:\Harvard\150\7175792\420705234.html,1879,6310,1978
#:\Harvard\165\7176916\433045014.html,1879,7670,2130
#:\Harvard\150\7175779\420403637.html,1879,6531,1951
#:\Harvard\145\7174653\398554559.html,1879,2025,543
#:\Harvard\183\6787417\41146044.html,1879,4492,809
#:\Harvard\142\7174444\393694498.html,1879,1690,240
#:\Harvard\202\7099914\289605701.html,1879,4804,797
#:\Harvard\120\7169080\352831977.html,1879,670,90
#:\Harvard\161\7163744\337659879.html,1879,1913,297
#:\Harvard\147\7174905\403919657.html,1879,8412,1848
#:\Harvard\82\7173633\373888221.html,1879,9875,2860
#:\Harvard\123\7173627\373735086.html,1879,934,212
#:\Harvard\150\7175511\414955011.html,1879,8102,2923
#:\Harvard\152\400488\4322445.html,1879,3686,1088
#:\Harvard\84\7173284\367538858.html,1879,5487,1404
#:\Harvard\148\7172991\362876501.html,1879,6656,1061
#:\Harvard\100\7152495\329986100.html,1879,5703,1542
#:\Harvard\150\7175622\417188325.html,1879,8556,2744
#:\Harvard\103\7163392\337344886.html,1879,5162,564
#:\Harvard\150\7175622\417188608.html,1879,8730,3201
#:\Harvard\141\7174228\387161969.html,1879,5827,1780
#:\Harvard\47\6931969\169861569.html,1879,3427,952
#:\Harvard\150\7175779\420402812.html,1879,5763,1601
#:\Harvard\103\7165324\339606771.html,1879,11290,1778
#:\Harvard\108\2424122\13734914.html,1879,3815,585
#:\Harvard\219\7137079\319798134.html,1879,2599,498
#:\Harvard\148\7172995\363050533.html,1879,10459,2002
#:\Harvard\136\7173939\381048204.html,1879,4744,986
#:\Harvard\150\7175708\419051343.html,1879,3221,565
#:\Harvard\153\7025820\224715846.html,1879,22070,6612
#:\Harvard\103\7165324\339606857.html,1879,7362,1512
#:\Harvard\124\7121723\307589777.html,1879,8680,2602
#:\Harvard\163\7173133\365443718.html,1879,3280,1054
#:\Harvard\171\7044376\240461314.html,1879,8861,2134
#:\Harvard\188\6831347\83970392.html,1879,2895,607
#:\Harvard\151\7175874\422562681.html,1879,10403,2700
#:\Harvard\146\7174825\402107766.html,1879,3853,789
#:\Harvard\146\7174822\402046407.html,1879,11516,2107
#:\Harvard\43\6976784\197961067.html,1879,8039,1805
#:\Harvard\108\253983\2759813.html,1879,6747,900
#:\Harvard\85\7124306\309827488.html,1879,6473,1539
#:\Harvard\173\6794199\47443570.html,1879,4804,1482
#:\Harvard\190\7085334\276399089.html,1879,5014,719
#:\Harvard\131\7173668\374602264.html,1879,16897,2570
#:\Harvard\137\7174037\383235021.html,1879,5228,1136
#:\Harvard\103\7164749\338780967.html,1879,13110,5201
#:\Harvard\188\6831346\83969946.html,1879,2873,426
#:\Harvard\163\7173144\365569275.html,1879,7666,3140
#:\Harvard\153\7025835\224724592.html,1879,16643,5507
#:\Harvard\84\7171908\360709391.html,1879,3594,677
#:\Harvard\72\6969282\196626696.html,1879,6033,1514
#:\Harvard\161\7172993\362939700.html,1879,5419,1192
#:\Harvard\150\7175511\414960879.html,1879,3909,1060
#:\Harvard\71\6960674\189941293.html,1879,7595,1727
#:\Harvard\41\6831348\83970791.html,1879,1566,151
#:\Harvard\202\7099914\289605664.html,1879,5613,887
#:\Harvard\134\7173831\378476717.html,1880,1617,466
#:\Harvard\224\6976791\197964374.html,1880,5521,1523
#:\Harvard\183\6884427\130582122.html,1880,1784,403
#:\Harvard\108\204109\2219759.html,1880,5908,1254
#:\Harvard\148\7172995\363051688.html,1880,10886,1182
#:\Harvard\144\7174687\399222420.html,1880,4842,834
#:\Harvard\147\7174905\403921225.html,1880,11935,3326
#:\Harvard\113\6782333\37463356.html,1880,6579,2373
#:\Harvard\77\6956590\188275669.html,1880,568,128
#:\Harvard\235\7165324\339608579.html,1880,8757,2271
#:\Harvard\152\6836604\93128523.html,1880,2176,564
#:\Harvard\21\7073526\265925122.html,1880,4993,927
#:\Harvard\137\7173944\381187427.html,1880,3807,604
#:\Harvard\146\7174822\402049431.html,1880,6613,2178
#:\Harvard\38\7043055\239224299.html,1880,3107,796
#:\Harvard\72\6970219\197034992.html,1880,2570,886
#:\Harvard\183\6869919\122682472.html,1880,4901,521
#:\Harvard\118\7173454\369413520.html,1880,2479,777
#:\Harvard\224\6957598\189043491.html,1880,6686,841
#:\Harvard\165\7176694\432251597.html,1880,6861,5504
#:\Harvard\147\7174970\405443383.html,1880,6290,1698
#:\Harvard\239\7166592\341298254.html,1880,8270,1594
#:\Harvard\183\6892261\136917836.html,1880,4949,407
#:\Harvard\162\7173037\363964646.html,1880,8144,1083
#:\Harvard\150\7174987\405864156.html,1880,1693,456
#:\Harvard\152\6830727\83506831.html,1880,755,113
#:\Harvard\152\54038\564392.html,1880,4141,1251
#:\Harvard\146\7174822\402048137.html,1880,5697,1495
#:\Harvard\141\7174234\387319296.html,1880,6250,1837
#:\Harvard\62\7081230\272659536.html,1880,10336,2774
#:\Harvard\147\7174970\405443925.html,1880,6062,986
#:\Harvard\14\7078555\270303805.html,1880,9396,2529
#:\Harvard\208\7121726\307593251.html,1880,7507,2378
#:\Harvard\113\6780254\36135144.html,1880,5705,2168
#:\Harvard\188\6805238\57774829.html,1880,3250,961
#:\Harvard\206\7119136\305334552.html,1880,9484,2724
#:\Harvard\62\7079392\271009814.html,1880,9088,1349
#:\Harvard\109\61334\643200.html,1880,4489,1335
#:\Harvard\134\7173831\378474967.html,1880,2123,467
#:\Harvard\60\7078555\270303880.html,1880,8328,2535
#:\Harvard\100\7150334\328657171.html,1880,8750,1745
#:\Harvard\150\7175622\417191699.html,1880,6607,1554
#:\Harvard\131\7173688\374891442.html,1880,1658,452
#:\Harvard\149\7175130\408828166.html,1880,4755,1373
#:\Harvard\59\7061930\254925509.html,1880,4827,1470
#:\Harvard\133\7173741\375985806.html,1880,6914,1165
#:\Harvard\173\6794202\47445384.html,1880,7692,2013
#:\Harvard\142\7174444\393696378.html,1880,3441,415
#:\Harvard\146\7174861\402931664.html,1880,6919,1654
#:\Harvard\78\7160269\334654513.html,1880,326,45
#:\Harvard\77\6956590\188276256.html,1880,660,138
#:\Harvard\137\7174028\382996476.html,1880,0,0
#:\Harvard\147\7174985\405807260.html,1880,6227,1432
#:\Harvard\239\7166596\341360499.html,1880,6949,1455
#:\Harvard\133\7173741\375984983.html,1880,8619,1762
#:\Harvard\152\268624\2878360.html,1880,5099,1984
#:\Harvard\101\7136450\319323413.html,1880,7599,1806
#:\Harvard\137\7173977\382044472.html,1880,8056,1684
#:\Harvard\165\7176916\433046879.html,1880,7262,1652
#:\Harvard\83\7133038\316772854.html,1880,7792,1459
#:\Harvard\217\6969647\196769807.html,1880,5494,1237
#:\Harvard\127\1586022\9970185.html,1880,2333,687
#:\Harvard\125\7173516\371568728.html,1880,3699,1519
#:\Harvard\62\7080170\271759068.html,1880,11841,2125
#:\Harvard\162\7173077\364649961.html,1880,8038,3602
#:\Harvard\156\7163312\337202153.html,1880,4143,2438
#:\Harvard\44\6977616\198337563.html,1880,2212,679
#:\Harvard\147\7174987\405864305.html,1880,4207,1162
#:\Harvard\146\7174791\401346164.html,1880,8712,1642
#:\Harvard\161\7172991\362876585.html,1880,596,174
#:\Harvard\1\6900076\142863928.html,1880,5073,1054
#:\Harvard\188\6830688\83099241.html,1880,1314,204
#:\Harvard\65\7091873\282394770.html,1880,4303,954
#:\Harvard\150\7175777\420349755.html,1880,5187,1267
#:\Harvard\148\7172995\363051832.html,1880,12393,3835
#:\Harvard\146\7174784\401179188.html,1880,3976,504
#:\Harvard\147\7174905\403921394.html,1880,8187,1766
#:\Harvard\150\7175641\417537816.html,1880,5873,3337
#:\Harvard\148\7172995\363051907.html,1880,10096,2725
#:\Harvard\125\7173516\371568671.html,1880,3179,1098
#:\Harvard\43\6969669\196777862.html,1880,3863,970
#:\Harvard\152\311270\3376850.html,1880,5319,924
#:\Harvard\137\7174028\382996317.html,1880,0,0
#:\Harvard\150\7175515\415049620.html,1880,2448,430
#:\Harvard\217\6964857\192848324.html,1880,6728,1450
#:\Harvard\51\7039249\235760219.html,1880,5139,1020
#:\Harvard\178\7056434\249817004.html,1880,486,112
#:\Harvard\177\7056453\249827176.html,1880,4674,1869
#:\Harvard\103\7164044\338058339.html,1880,4688,827
#:\Harvard\1\5434946\20102929.html,1880,3680,1018
#:\Harvard\173\6794203\47445739.html,1880,5808,1795
#:\Harvard\160\7172957\361396706.html,1880,727,112
#:\Harvard\72\6968732\196375998.html,1880,807,267
#:\Harvard\224\6976790\197963773.html,1880,4112,730
#:\Harvard\142\7176047\425201430.html,1880,5586,1058
#:\Harvard\147\7174893\403674529.html,1880,5273,766
#:\Harvard\228\7149800\328172524.html,1880,1192,307
#:\Harvard\150\7175640\417515089.html,1880,10417,2438
#:\Harvard\148\7175130\408838713.html,1880,13280,2341
#:\Harvard\143\7174402\392625481.html,1880,2368,421
#:\Harvard\139\7174077\383961825.html,1880,5669,924
#:\Harvard\152\80478\809925.html,1880,3737,678
#:\Harvard\108\204087\2219485.html,1880,5869,1284
#:\Harvard\146\7174817\401915601.html,1880,0,0
#:\Harvard\140\7175868\422471244.html,1880,9164,1221
#:\Harvard\164\7177054\433532937.html,1880,2465,1645
#:\Harvard\133\7173741\375983689.html,1880,11742,2817
#:\Harvard\139\7174139\384877598.html,1880,12402,3948
#:\Harvard\173\6857851\113901871.html,1880,6363,738
#:\Harvard\131\7173638\374025757.html,1880,3405,1958
#:\Harvard\147\7174905\403920936.html,1880,10038,2330
#:\Harvard\153\7025869\224746777.html,1880,16448,5804
#:\Harvard\148\7175072\407556855.html,1880,4181,667
#:\Harvard\131\7173668\374603716.html,1880,13686,3086
#:\Harvard\125\7173550\372290396.html,1880,6637,1628
#:\Harvard\147\7174934\404620242.html,1880,5291,1306
#:\Harvard\145\7174590\397372244.html,1880,7398,1661
#:\Harvard\219\7137348\320137153.html,1880,7683,1777
#:\Harvard\143\7174564\396710146.html,1880,7165,1331
#:\Harvard\160\7172957\361361667.html,1880,5100,1361
#:\Harvard\126\7173585\372708706.html,1880,1185,270
#:\Harvard\150\7175605\416817576.html,1880,4049,929
#:\Harvard\72\6969686\196785179.html,1880,6145,1600
#:\Harvard\150\7175605\416816985.html,1880,4649,978
#:\Harvard\140\7176028\424758516.html,1880,4870,702
#:\Harvard\75\7155448\331579958.html,1880,8694,2623
#:\Harvard\173\6857986\114139910.html,1880,5447,414
#:\Harvard\162\7173111\365281723.html,1880,4512,1038
#:\Harvard\67\6991530\208694431.html,1880,1379,714
#:\Harvard\183\6917914\158235328.html,1880,6997,1738
#:\Harvard\163\7173202\366155703.html,1880,5421,2025
#:\Harvard\78\7158784\333409257.html,1880,5574,1104
#:\Harvard\150\7175622\417191372.html,1880,7567,2466
#:\Harvard\77\6956594\188278867.html,1880,7408,1689
#:\Harvard\150\7175511\414942593.html,1880,3727,767
#:\Harvard\188\6773475\30666901.html,1880,5064,1222
#:\Harvard\136\7173963\381618025.html,1880,3564,578
#:\Harvard\112\6789169\42528298.html,1880,1963,500
#:\Harvard\237\7165665\339976029.html,1880,2799,570
#:\Harvard\224\6957598\188822763.html,1880,6591,1685
#:\Harvard\188\6830684\83097145.html,1880,3089,536
#:\Harvard\103\7165268\339551834.html,1880,2022,344
#:\Harvard\145\7174653\398555968.html,1880,3371,654
#:\Harvard\71\6959776\189548798.html,1880,4950,596
#:\Harvard\150\7175708\419052422.html,1880,4999,1132
#:\Harvard\152\79804\804763.html,1880,6304,1171
#:\Harvard\20\7048388\244020417.html,1880,6642,882
#:\Harvard\150\7175640\417515102.html,1880,10291,1274
#:\Harvard\141\7173668\374603938.html,1880,15634,2981
#:\Harvard\123\7173517\371671772.html,1880,8369,2129
#:\Harvard\53\7035714\232549716.html,1880,3955,523
#:\Harvard\145\7174635\398205772.html,1880,7666,1895
#:\Harvard\1\5435026\20103137.html,1880,2129,448
#:\Harvard\148\7175130\408838912.html,1880,16799,3795
#:\Harvard\183\6884427\131785951.html,1880,2391,721
#:\Harvard\235\7165181\339206003.html,1880,6265,788
#:\Harvard\136\7173906\380413544.html,1880,5446,1053
#:\Harvard\108\2107067\12361264.html,1880,7101,1307
#:\Harvard\131\7173638\374026150.html,1880,3349,1895
#:\Harvard\80\7165768\340292608.html,1880,8669,1028
#:\Harvard\84\7173284\367527500.html,1880,5541,1621
#:\Harvard\208\7121726\307593124.html,1880,7277,1883
#:\Harvard\161\7172978\362397876.html,1880,4592,546
#:\Harvard\239\7166596\341360498.html,1880,11353,3095
#:\Harvard\173\6790649\44021549.html,1880,5068,1720
#:\Harvard\121\7118916\305097539.html,1880,5506,1154
#:\Harvard\224\6976649\197904805.html,1880,6938,3361
#:\Harvard\1\6877620\126711627.html,1880,3543,648
#:\Harvard\149\7175323\411737557.html,1880,3054,1086
#:\Harvard\183\6865358\120018865.html,1880,6608,1901
#:\Harvard\152\549360\6188692.html,1880,2979,263
#:\Harvard\147\7174920\404272956.html,1880,4626,1121
#:\Harvard\108\197117\2165388.html,1880,2952,777
#:\Harvard\150\7175394\412807432.html,1880,7102,2381
#:\Harvard\150\7175622\417190812.html,1880,7029,1296
#:\Harvard\57\7057961\251251430.html,1880,8267,1059
#:\Harvard\109\61082\640349.html,1880,2032,745
#:\Harvard\71\6962025\190559787.html,1880,6723,2283
#:\Harvard\150\7175394\412809710.html,1880,9374,3496
#:\Harvard\103\7164749\338765735.html,1880,3500,416
#:\Harvard\142\7174486\394836380.html,1880,13597,2063
#:\Harvard\13\7094249\284412060.html,1880,5312,1234
#:\Harvard\147\7175024\406622489.html,1880,8121,909
#:\Harvard\131\7173691\374986800.html,1880,5073,1162
#:\Harvard\67\6991530\208694580.html,1880,1953,1181
#:\Harvard\135\7175823\421443651.html,1880,9569,2618
#:\Harvard\141\7174234\387319856.html,1880,6483,1895
#:\Harvard\150\7175792\420700783.html,1880,5791,1182
#:\Harvard\224\6977442\198264119.html,1880,5243,1044
#:\Harvard\123\7173633\373866094.html,1880,7799,1256
#:\Harvard\18\7074679\266805504.html,1880,1759,325
#:\Harvard\162\7173014\363612634.html,1880,13031,2022
#:\Harvard\103\7163211\336853694.html,1880,3903,990
#:\Harvard\137\7173973\381888437.html,1880,3869,1061
#:\Harvard\161\7172978\362396255.html,1880,3328,490
#:\Harvard\150\7175511\414955782.html,1880,7668,2117
#:\Harvard\15\7079398\271015671.html,1880,9801,2235
#:\Harvard\188\6831349\83971963.html,1880,1707,218
#:\Harvard\125\7173522\371734561.html,1880,3108,1173
#:\Harvard\147\7174999\406129538.html,1880,5789,1684
#:\Harvard\165\7176916\433049646.html,1881,7872,2942
#:\Harvard\99\7155418\331545367.html,1881,6415,867
#:\Harvard\146\7174859\402895952.html,1881,7279,1367
#:\Harvard\190\7081216\272651373.html,1881,9656,1573
#:\Harvard\108\2541206\14224126.html,1881,5237,924
#:\Harvard\202\7099910\289603260.html,1881,6728,1212
#:\Harvard\119\4716812\19055406.html,1881,3611,931
#:\Harvard\103\7163211\336854279.html,1881,2865,583
#:\Harvard\141\7174234\387320046.html,1881,8529,1508
#:\Harvard\147\7174975\405560185.html,1881,5286,1472
#:\Harvard\143\7174402\392625634.html,1881,1927,362
#:\Harvard\146\7174822\402054726.html,1881,5447,984
#:\Harvard\78\7161720\335488026.html,1881,289,76
#:\Harvard\145\7174649\398467298.html,1881,4476,1316
#:\Harvard\109\14780\137652.html,1881,3240,838
#:\Harvard\75\7155457\331588485.html,1881,5065,732
#:\Harvard\150\7175394\412812846.html,1881,7554,3110
#:\Harvard\26\7079949\271569970.html,1881,5151,1058
#:\Harvard\148\7175087\407943290.html,1881,6374,865
#:\Harvard\150\7175622\417193031.html,1881,7554,2051
#:\Harvard\137\7173944\381187652.html,1881,4022,534
#:\Harvard\150\7175795\420725456.html,1881,6049,1168
#:\Harvard\123\7173629\373781013.html,1881,2780,905
#:\Harvard\206\7116019\302350360.html,1881,7312,2051
#:\Harvard\113\6787261\41018365.html,1881,3575,606
#:\Harvard\147\7174989\405900975.html,1881,5894,1097
#:\Harvard\137\7173967\381760616.html,1881,6151,1005
#:\Harvard\143\7174458\394131359.html,1881,0,0
#:\Harvard\126\7173607\373139464.html,1881,4145,714
#:\Harvard\202\7094086\284187542.html,1881,4847,1200
#:\Harvard\173\6794203\47445987.html,1881,8536,2508
#:\Harvard\223\7146753\326856529.html,1881,13772,3276
#:\Harvard\120\7173459\369624278.html,1881,5991,1869
#:\Harvard\103\7164749\338759550.html,1881,3831,808
#:\Harvard\152\265873\2861695.html,1881,8248,2267
#:\Harvard\72\6968846\196430730.html,1881,5186,787
#:\Harvard\100\7152499\329988730.html,1881,3986,762
#:\Harvard\118\7173424\369035221.html,1881,7847,2642
#:\Harvard\203\7095577\285505529.html,1881,11332,1410
#:\Harvard\72\6968703\196365341.html,1881,1240,514
#:\Harvard\39\6931969\169862003.html,1881,1268,299
#:\Harvard\1\6877620\129145046.html,1881,5303,720
#:\Harvard\137\7174011\382735689.html,1881,5331,1290
#:\Harvard\241\7167772\344592451.html,1881,1707,596
#:\Harvard\151\7173608\373151129.html,1881,7796,3844
#:\Harvard\136\7174402\392626125.html,1881,2416,501
#:\Harvard\188\6841131\100699605.html,1881,1865,604
#:\Harvard\147\7174954\405069390.html,1881,4057,1056
#:\Harvard\162\7173000\363185487.html,1881,5747,793
#:\Harvard\165\7176667\432145384.html,1881,7038,3459
#:\Harvard\131\7173706\375306201.html,1881,7125,1801
#:\Harvard\136\7173837\378626647.html,1881,7281,1470
#:\Harvard\125\7173542\372156766.html,1881,9757,2615
#:\Harvard\18\7074677\266803443.html,1881,3001,500
#:\Harvard\134\7173843\378760896.html,1881,3057,438
#:\Harvard\101\7162309\335968541.html,1881,2074,364
#:\Harvard\150\7175755\419939832.html,1881,5150,831
#:\Harvard\135\7175777\420349999.html,1881,10728,1551
#:\Harvard\170\6913961\165476095.html,1881,2156,479
#:\Harvard\139\7174104\384369227.html,1881,8920,1530
#:\Harvard\145\7174590\397373820.html,1881,10412,2061
#:\Harvard\112\6787552\43592070.html,1881,3644,1301
#:\Harvard\228\7150082\328247586.html,1881,4268,966
#:\Harvard\150\7175511\414957750.html,1881,5717,2164
#:\Harvard\103\7164749\338772746.html,1881,1516,326
#:\Harvard\173\6794204\47446743.html,1881,1320,406
#:\Harvard\150\7175622\417192679.html,1881,8117,1446
#:\Harvard\150\7175478\414315302.html,1881,13022,4539
#:\Harvard\59\7061345\254303139.html,1881,5703,1092
#:\Harvard\108\370098\3956056.html,1881,216,17
#:\Harvard\165\7176946\433165868.html,1881,9457,2916
#:\Harvard\112\6789172\42530290.html,1881,8280,2320
#:\Harvard\239\7166592\341298469.html,1881,7484,1822
#:\Harvard\72\6970477\197146386.html,1881,10763,1982
#:\Harvard\99\7155418\331544831.html,1881,6431,870
#:\Harvard\77\6956655\188365427.html,1881,2071,682
#:\Harvard\125\7173522\371735849.html,1881,4465,1697
#:\Harvard\145\7174635\398206359.html,1881,7707,2175
#:\Harvard\112\6789172\42529910.html,1881,2266,503
#:\Harvard\137\7174028\382996777.html,1881,0,0
#:\Harvard\78\7158311\333170808.html,1881,10559,3408
#:\Harvard\152\6794203\47446110.html,1881,2558,408
#:\Harvard\145\7174590\397374198.html,1881,11454,1087
#:\Harvard\149\7175178\409611658.html,1881,3713,1532
#:\Harvard\224\6976797\197966984.html,1881,7184,1476
#:\Harvard\223\7146754\326856693.html,1881,18239,4014
#:\Harvard\161\7172961\361609622.html,1881,3156,947
#:\Harvard\131\7173706\375304063.html,1881,9109,1796
#:\Harvard\162\7173028\363896584.html,1881,305,93
#:\Harvard\91\7138250\320992382.html,1881,2537,709
#:\Harvard\173\6850349\107008184.html,1881,8221,1288
#:\Harvard\127\1609566\10115290.html,1881,5192,822
#:\Harvard\125\7173550\372291018.html,1881,7468,2531
#:\Harvard\160\7172956\361284545.html,1881,7290,1251
#:\Harvard\119\6635839\23187258.html,1881,4706,661
#:\Harvard\183\6869919\124463396.html,1881,5627,870
#:\Harvard\145\7174635\398207560.html,1881,8078,2157
#:\Harvard\75\7155457\331587807.html,1881,8095,2240
#:\Harvard\140\7174158\385316110.html,1881,5396,2902
#:\Harvard\223\7146822\326909668.html,1881,10284,1827
#:\Harvard\103\7164749\338763567.html,1881,3979,935
#:\Harvard\139\7174125\384699962.html,1881,3630,826
#:\Harvard\47\6925750\163853987.html,1881,1960,331
#:\Harvard\109\41846\447470.html,1881,925,236
#:\Harvard\144\7174888\403605799.html,1881,2257,409
#:\Harvard\227\7173346\368162585.html,1881,5931,1113
#:\Harvard\101\7164552\338456437.html,1881,16897,2774
#:\Harvard\71\6960359\189809344.html,1881,6725,1309
#:\Harvard\71\6962026\190560093.html,1881,7089,2105
#:\Harvard\111\6804078\56837567.html,1881,5833,1364
#:\Harvard\160\7172956\361279718.html,1881,8606,1267
#:\Harvard\145\7174596\397490690.html,1881,2809,666
#:\Harvard\108\6778141\34765259.html,1881,4033,567
#:\Harvard\148\7175105\408340610.html,1881,7377,1277
#:\Harvard\144\7174711\399664934.html,1881,7720,1366
#:\Harvard\177\7057963\251253048.html,1881,3844,1064
#:\Harvard\217\6969128\196558785.html,1881,3773,677
#:\Harvard\103\7163745\337805863.html,1881,704,51
#:\Harvard\137\7174052\383480807.html,1881,4473,824
#:\Harvard\146\7174786\401227160.html,1881,3187,539
#:\Harvard\190\7082415\273618264.html,1881,7088,940
#:\Harvard\142\7174486\394838297.html,1881,13961,2179
#:\Harvard\146\7174786\401227268.html,1881,5047,721
#:\Harvard\119\6651023\23199154.html,1881,4877,855
#:\Harvard\125\7173516\371570828.html,1881,6257,1783
#:\Harvard\125\7173522\371735696.html,1881,4217,1570
#:\Harvard\137\7174011\382735097.html,1881,6742,932
#:\Harvard\71\6960675\189941681.html,1881,9716,2232
#:\Harvard\152\582735\6557077.html,1881,3349,491
#:\Harvard\149\7175370\412431268.html,1881,8917,1918
#:\Harvard\123\7173629\373780259.html,1881,6025,1113
#:\Harvard\71\6959777\189549525.html,1881,4573,923
#:\Harvard\150\7175788\420611489.html,1881,7553,2127
#:\Harvard\103\7164749\338783926.html,1881,12516,4692
#:\Harvard\148\7175121\408635784.html,1881,5178,3011
#:\Harvard\150\7175394\412810853.html,1881,9345,2029
#:\Harvard\150\7175511\414943762.html,1881,1928,626
#:\Harvard\188\6865876\120399588.html,1881,8131,780
#:\Harvard\223\7146821\326908763.html,1881,12194,2326
#:\Harvard\188\6835156\96324645.html,1881,6595,1001
#:\Harvard\150\7175755\419939631.html,1881,5400,1186
#:\Harvard\139\7174140\384885072.html,1881,2521,594
#:\Harvard\18\7074676\266801569.html,1881,2401,550
#:\Harvard\228\7149443\328028073.html,1881,4711,936
#:\Harvard\127\1636932\10217988.html,1881,2359,526
#:\Harvard\133\7173733\375703384.html,1881,0,0
#:\Harvard\149\7175260\410951506.html,1881,9864,1721
#:\Harvard\235\7165324\339609005.html,1881,6182,1687
#:\Harvard\8\7081231\272660086.html,1881,11896,3135
#:\Harvard\120\7173321\367958731.html,1881,6863,1639
#:\Harvard\150\7175772\420238161.html,1881,5699,1360
#:\Harvard\150\7175469\414177899.html,1881,11645,3124
#:\Harvard\148\7172995\363052638.html,1881,12341,3568
#:\Harvard\127\1607925\10114527.html,1881,5157,926
#:\Harvard\239\7166596\341361529.html,1881,8911,1610
#:\Harvard\72\6969129\196559249.html,1881,4445,1084
#:\Harvard\78\7158311\333170804.html,1881,9874,1946
#:\Harvard\150\7175713\419161414.html,1881,5787,736
#:\Harvard\30\7048685\244330510.html,1881,20549,3830
#:\Harvard\142\7174486\394838340.html,1881,12574,2693
#:\Harvard\188\6773477\30668242.html,1881,4935,1237
#:\Harvard\72\6969128\196558552.html,1881,4754,990
#:\Harvard\99\7155418\331544938.html,1881,8169,2292
#:\Harvard\146\7174817\401916417.html,1881,5911,982
#:\Harvard\141\7174234\387320050.html,1881,8803,1671
#:\Harvard\224\6977417\198253972.html,1881,5148,743
#:\Harvard\120\7173459\369624170.html,1881,3888,1420
#:\Harvard\150\7175414\413208276.html,1881,4568,925
#:\Harvard\152\596564\6744712.html,1881,4361,602
#:\Harvard\84\7173271\367403906.html,1881,738,77
#:\Harvard\188\6893478\137755101.html,1881,3492,1062
#:\Harvard\150\7175478\414315027.html,1881,18503,7316
#:\Harvard\150\7175669\418147710.html,1881,6974,1185
#:\Harvard\150\7175511\414956827.html,1881,7557,2810
#:\Harvard\134\7173809\377989318.html,1881,4963,665
#:\Harvard\219\7137346\320134513.html,1881,5629,1275
#:\Harvard\222\7100319\290016933.html,1881,8640,1593
#:\Harvard\146\7176049\425280809.html,1881,6084,1860
#:\Harvard\188\6773135\30378834.html,1881,1723,727
#:\Harvard\72\6969129\196559434.html,1881,4846,1076
#:\Harvard\126\7173585\372707591.html,1881,5133,791
#:\Harvard\57\7053887\248593156.html,1881,11362,5514
#:\Harvard\116\381824\4089584.html,1881,4898,612
#:\Harvard\125\7173550\372287185.html,1881,9251,3547
#:\Harvard\152\331329\3567279.html,1881,3284,407
#:\Harvard\22\7082413\273616719.html,1881,9015,2281
#:\Harvard\152\6836602\90733790.html,1881,4578,715
#:\Harvard\188\6900076\159344664.html,1881,4349,661
#:\Harvard\134\7173831\378479124.html,1881,4089,993
#:\Harvard\116\3230392\16538867.html,1881,8629,1476
#:\Harvard\219\7138250\320992019.html,1881,2463,744
#:\Harvard\162\7173105\365213499.html,1881,6072,1369
#:\Harvard\20\6964454\192623423.html,1881,3955,1224
#:\Harvard\118\7173416\368806605.html,1881,6719,2512
#:\Harvard\53\7035714\232550293.html,1881,3926,612
#:\Harvard\224\6976685\197921322.html,1881,4492,803
#:\Harvard\163\7173206\366428540.html,1881,1939,944
#:\Harvard\125\7173516\371622927.html,1881,4032,974
#:\Harvard\78\7155017\331280098.html,1881,5707,1078
#:\Harvard\150\7175622\417192433.html,1881,9421,3504
#:\Harvard\157\7082425\273626782.html,1882,10651,2729
#:\Harvard\149\7175164\409367740.html,1882,10803,1439
#:\Harvard\223\7146826\326914914.html,1882,11793,1837
#:\Harvard\139\7174126\384723555.html,1882,6739,3778
#:\Harvard\127\1637830\10230878.html,1882,3405,648
#:\Harvard\232\7163312\337206802.html,1882,7390,4562
#:\Harvard\72\6975867\197518563.html,1882,6387,1916
#:\Harvard\142\7174474\394566369.html,1882,10911,3339
#:\Harvard\143\7174538\396058527.html,1882,5609,1226
#:\Harvard\69\7081234\272661907.html,1882,2678,832
#:\Harvard\133\7173739\375868998.html,1882,14703,3294
#:\Harvard\124\7122931\308650586.html,1882,12731,2578
#:\Harvard\145\7174651\398524601.html,1882,3014,661
#:\Harvard\147\7174905\403924126.html,1882,5110,1262
#:\Harvard\107\7104194\293542654.html,1882,8836,1986
#:\Harvard\108\2432335\13816424.html,1882,1951,257
#:\Harvard\223\7146757\326858748.html,1882,16609,3601
#:\Harvard\148\7175121\408636020.html,1882,4770,2544
#:\Harvard\108\222524\2425336.html,1882,6410,902
#:\Harvard\63\7078556\270304814.html,1882,5799,1383
#:\Harvard\112\6789174\42531030.html,1882,12140,3558
#:\Harvard\197\7097101\286891464.html,1882,4432,718
